"","HIGHER_1","HIGHER_2","extinctOrder.","order","suborder","family","genus","maxAll","minAll","midAll","intLength"
"2990","Laurasiatheria","Placentalia",0,"Perissodactyla","","Rhinocerotidae","Gobitherium",23.03,15.97,19.5,7.06
"2991","Laurasiatheria","Placentalia",0,"Eulipotyphla","","Soricidae","Miocrocidosorex",23.03,15.97,19.5,7.06
"2992","Laurasiatheria","Placentalia",0,"Artiodactyla","Cetacea","Squalodelphinidae","Huaridelphis",23.03,15.97,19.5,7.06
"2993","Laurasiatheria","Placentalia",0,"Artiodactyla","Cetacea","Squalodelphinidae","Squalodelphis",23.03,15.97,19.5,7.06
"2994","Laurasiatheria","Placentalia",0,"Perissodactyla","","Tapiridae","Eotapirus",23.03,15.97,19.5,7.06
"2995","Laurasiatheria","Placentalia",0,"Carnivora","","Ursidae","Kolponomos",23.03,15.97,19.5,7.06
"2996","Laurasiatheria","Placentalia",0,"Carnivora","","Viverridae","Ketketictis",23.03,15.97,19.5,7.06
"2997","Laurasiatheria","Placentalia",0,"Carnivora","","Viverridae","Leptoplesictis",23.03,15.97,19.5,7.06
"2998","Laurasiatheria","Placentalia",0,"Artiodactyla","","","Propalaeoryx",23.03,15.97,19.5,7.06
"2999","Laurasiatheria","Placentalia",0,"Artiodactyla","","","Sperrgebietomeryx",23.03,15.97,19.5,7.06
"3000","Laurasiatheria","Placentalia",0,"Carnivora","","","Herpestides",23.03,15.97,19.5,7.06
"3001","Laurasiatheria","Placentalia",0,"Carnivora","","","Moghradictis",23.03,15.97,19.5,7.06
"3002","Laurasiatheria","Placentalia",0,"Carnivora","","","Pinnarctidion",23.03,15.97,19.5,7.06
"3003","Laurasiatheria","Placentalia",1,"Creodonta","","","Anasinopa",23.03,15.97,19.5,7.06
"3004","Laurasiatheria","Placentalia",1,"Creodonta","","","Buhakia",23.03,15.97,19.5,7.06
"3005","Laurasiatheria","Placentalia",0,"Artiodactyla","Cetacea","Physeteridae","Placoziphius",23.03,13.82,18.425,9.21
"3006","Laurasiatheria","Placentalia",0,"Artiodactyla","Cetacea","Platanistidae","Araeodelphis",23.03,13.82,18.425,9.21
"3007","Laurasiatheria","Placentalia",0,"Carnivora","","Procyonidae","Broiliana",23.03,13.82,18.425,9.21
"3008","Laurasiatheria","Placentalia",0,"Artiodactyla","","Giraffidae","Canthumeryx",23.03,11.62,17.325,11.41
"3009","Laurasiatheria","Placentalia",1,"Creodonta","","Hyainailouridae","Megistotherium",23.03,11.62,17.325,11.41
"3010","Laurasiatheria","Placentalia",0,"Artiodactyla","Cetacea","Kentriodontidae","Delphinodon",23.03,11.62,17.325,11.41
"3011","Laurasiatheria","Placentalia",0,"Perissodactyla","","Rhinocerotidae","Chilotheridium",23.03,11.62,17.325,11.41
"3012","Laurasiatheria","Placentalia",0,"Artiodactyla","","Suidae","Libycochoerus",23.03,11.62,17.325,11.41
"3013","Laurasiatheria","Placentalia",0,"Artiodactyla","Cetacea","","Neosqualodon",23.03,11.62,17.325,11.41
"3014","Laurasiatheria","Placentalia",0,"Eulipotyphla","","Erinaceidae","Postexallerix",23.03,11.608,17.319,11.422
"3015","Laurasiatheria","Placentalia",0,"Carnivora","","Felidae","Diamantofelis",23.03,11.608,17.319,11.422
"3016","Laurasiatheria","Placentalia",1,"Notoungulata","","Hegetotheriidae","Pachyrukhos",23.03,11.608,17.319,11.422
"3017","Laurasiatheria","Placentalia",0,"Chiroptera","","Hipposideridae","Brachipposideros",23.03,11.608,17.319,11.422
"3018","Laurasiatheria","Placentalia",1,"Notoungulata","","Homalodotheriidae","Homalodotherium",23.03,11.608,17.319,11.422
"3019","Laurasiatheria","Placentalia",1,"Notoungulata","","Interatheriidae","Interatherium",23.03,11.608,17.319,11.422
"3020","Laurasiatheria","Placentalia",1,"Litopterna","","Macraucheniidae","Theosodon",23.03,11.608,17.319,11.422
"3021","Laurasiatheria","Placentalia",0,"Carnivora","","Mustelidae","Namibictis",23.03,11.608,17.319,11.422
"3022","Laurasiatheria","Placentalia",1,"Litopterna","","Proterotheriidae","Tetramerorhinus",23.03,11.608,17.319,11.422
"3023","Laurasiatheria","Placentalia",0,"Artiodactyla","","Suidae","Lopholistriodon",23.03,11.608,17.319,11.422
"3024","Laurasiatheria","Placentalia",0,"Artiodactyla","","Suidae","Nguruwe",23.03,11.608,17.319,11.422
"3025","Laurasiatheria","Placentalia",1,"Notoungulata","","Toxodontidae","Adinotherium",23.03,11.608,17.319,11.422
"3026","Laurasiatheria","Placentalia",1,"Notoungulata","","Toxodontidae","Palyeidodon",23.03,11.608,17.319,11.422
"3027","Laurasiatheria","Placentalia",0,"Carnivora","","Viverridae","Africanictis",23.03,11.608,17.319,11.422
"3028","Laurasiatheria","Placentalia",0,"Carnivora","","Viverridae","Orangictis",23.03,11.608,17.319,11.422
"3029","Laurasiatheria","Placentalia",0,"Artiodactyla","","","Orangemeryx",23.03,11.608,17.319,11.422
"3030","Laurasiatheria","Placentalia",0,"Artiodactyla","Cetacea","","Sachalinocetus",23.03,11.608,17.319,11.422
"3031","Laurasiatheria","Placentalia",0,"Eulipotyphla","","Dimylidae","Chainodus",23.03,11.1,17.065,11.93
"3032","Laurasiatheria","Placentalia",0,"Artiodactyla","","Giraffidae","Progiraffa",23.03,11.1,17.065,11.93
"3033","Laurasiatheria","Placentalia",0,"Eulipotyphla","","Talpidae","Mygalea",23.03,11.1,17.065,11.93
"3034","Laurasiatheria","Placentalia",0,"Artiodactyla","","Bovidae","Eotragus",23.03,7.246,15.138,15.784
"3035","Laurasiatheria","Placentalia",0,"Artiodactyla","Cetacea","Platanistidae","Zarhachis",23.03,7.246,15.138,15.784
"3036","Laurasiatheria","Placentalia",0,"Artiodactyla","Cetacea","","Nannolithax",23.03,7.246,15.138,15.784
"3037","Laurasiatheria","Placentalia",1,"Litopterna","","Proterotheriidae","Diadiaphorus",23.03,6.8,14.915,16.23
"3038","Laurasiatheria","Placentalia",1,"Litopterna","","Proterotheriidae","Licaphrium",23.03,6.8,14.915,16.23
"3039","Laurasiatheria","Placentalia",0,"Carnivora","","Amphicyonidae","Pliocyon",23.03,5.333,14.1815,17.697
"3040","Laurasiatheria","Placentalia",0,"Artiodactyla","","Anthracotheriidae","Libycosaurus",23.03,5.333,14.1815,17.697
"3041","Laurasiatheria","Placentalia",0,"Artiodactyla","","Antilocapridae","Merriamoceros",23.03,5.333,14.1815,17.697
"3042","Laurasiatheria","Placentalia",0,"Artiodactyla","","Antilocapridae","Paracosoryx",23.03,5.333,14.1815,17.697
"3043","Laurasiatheria","Placentalia",1,"Astrapotheria","","Astrapotheriidae","Xenastrapotherium",23.03,5.333,14.1815,17.697
"3044","Laurasiatheria","Placentalia",0,"Artiodactyla","","Bovidae","Oioceros",23.03,5.333,14.1815,17.697
"3045","Laurasiatheria","Placentalia",0,"Artiodactyla","","Bovidae","Sivoreas",23.03,5.333,14.1815,17.697
"3046","Laurasiatheria","Placentalia",0,"Artiodactyla","","Camelidae","Blickomylus",23.03,5.333,14.1815,17.697
"3047","Laurasiatheria","Placentalia",0,"Artiodactyla","","Camelidae","Cuyamacamelus",23.03,5.333,14.1815,17.697
"3048","Laurasiatheria","Placentalia",0,"Artiodactyla","","Camelidae","Hesperocamelus",23.03,5.333,14.1815,17.697
"3049","Laurasiatheria","Placentalia",0,"Artiodactyla","","Camelidae","Paramiolabis",23.03,5.333,14.1815,17.697
"3050","Laurasiatheria","Placentalia",0,"Artiodactyla","","Camelidae","Rakomylus",23.03,5.333,14.1815,17.697
"3051","Laurasiatheria","Placentalia",0,"Carnivora","","Canidae","Metatomarctus",23.03,5.333,14.1815,17.697
"3052","Laurasiatheria","Placentalia",0,"Carnivora","","Canidae","Microtomarctus",23.03,5.333,14.1815,17.697
"3053","Laurasiatheria","Placentalia",0,"Carnivora","","Canidae","Paracynarctus",23.03,5.333,14.1815,17.697
"3054","Laurasiatheria","Placentalia",0,"Carnivora","","Canidae","Protomarctus",23.03,5.333,14.1815,17.697
"3055","Laurasiatheria","Placentalia",0,"Carnivora","","Canidae","Tephrocyon",23.03,5.333,14.1815,17.697
"3056","Laurasiatheria","Placentalia",0,"Carnivora","","Canidae","Tomarctus",23.03,5.333,14.1815,17.697
"3057","Laurasiatheria","Placentalia",0,"Artiodactyla","","Cervidae","Euprox",23.03,5.333,14.1815,17.697
"3058","Laurasiatheria","Placentalia",0,"Perissodactyla","","Chalicotheriidae","Chalicotherium",23.03,5.333,14.1815,17.697
"3059","Laurasiatheria","Placentalia",0,"Perissodactyla","","Chalicotheriidae","Tylocephalonyx",23.03,5.333,14.1815,17.697
"3060","Laurasiatheria","Placentalia",1,"""Condylarthra""","","Didolodontidae","Prothoatherium",23.03,5.333,14.1815,17.697
"3061","Laurasiatheria","Placentalia",0,"Perissodactyla","","Equidae","Acritohippus",23.03,5.333,14.1815,17.697
"3062","Laurasiatheria","Placentalia",0,"Perissodactyla","","Equidae","Heteropliohippus",23.03,5.333,14.1815,17.697
"3063","Laurasiatheria","Placentalia",0,"Perissodactyla","","Equidae","Megahippus",23.03,5.333,14.1815,17.697
"3064","Laurasiatheria","Placentalia",0,"Perissodactyla","","Equidae","Parapliohippus",23.03,5.333,14.1815,17.697
"3065","Laurasiatheria","Placentalia",0,"Perissodactyla","","Equidae","Scaphohippus",23.03,5.333,14.1815,17.697
"3066","Laurasiatheria","Placentalia",0,"Eulipotyphla","","Erinaceidae","Metechinus",23.03,5.333,14.1815,17.697
"3067","Laurasiatheria","Placentalia",0,"Artiodactyla","Cetacea","Eurhinodelphinidae","Ceterhinops",23.03,5.333,14.1815,17.697
"3068","Laurasiatheria","Placentalia",0,"Artiodactyla","Cetacea","Eurhinodelphinidae","Ziphiodelphis",23.03,5.333,14.1815,17.697
"3069","Laurasiatheria","Placentalia",0,"Eulipotyphla","","Heterosoricidae","Paradomnina",23.03,5.333,14.1815,17.697
"3070","Laurasiatheria","Placentalia",0,"Chiroptera","","Hipposideridae","Miophyllorhina",23.03,5.333,14.1815,17.697
"3071","Laurasiatheria","Placentalia",0,"Chiroptera","","Hipposideridae","Riversleigha",23.03,5.333,14.1815,17.697
"3072","Laurasiatheria","Placentalia",0,"Artiodactyla","Cetacea","Kentriodontidae","Kentriodon",23.03,5.333,14.1815,17.697
"3073","Laurasiatheria","Placentalia",0,"Artiodactyla","","Lagomerycidae","Lagomeryx",23.03,5.333,14.1815,17.697
"3074","Laurasiatheria","Placentalia",0,"Artiodactyla","","Leptomerycidae","Pseudoparablastomeryx",23.03,5.333,14.1815,17.697
"3075","Laurasiatheria","Placentalia",0,"Artiodactyla","","Merycoidodontidae","Brachycrus",23.03,5.333,14.1815,17.697
"3076","Laurasiatheria","Placentalia",1,"Notoungulata","","Mesotheriidae","Microtypotherium",23.03,5.333,14.1815,17.697
"3077","Laurasiatheria","Placentalia",1,"Notoungulata","","Mesotheriidae","Plesiotypotherium",23.03,5.333,14.1815,17.697
"3078","Laurasiatheria","Placentalia",0,"Carnivora","","Mustelidae","Brachypsalis",23.03,5.333,14.1815,17.697
"3079","Laurasiatheria","Placentalia",0,"Carnivora","","Mustelidae","Hoplictis",23.03,5.333,14.1815,17.697
"3080","Laurasiatheria","Placentalia",0,"Carnivora","","Mustelidae","Miomustela",23.03,5.333,14.1815,17.697
"3081","Laurasiatheria","Placentalia",0,"Carnivora","","Mustelidae","Mionictis",23.03,5.333,14.1815,17.697
"3082","Laurasiatheria","Placentalia",0,"Artiodactyla","","Palaeomerycidae","Dromomeryx",23.03,5.333,14.1815,17.697
"3083","Laurasiatheria","Placentalia",0,"Artiodactyla","","Palaeomerycidae","Rakomeryx",23.03,5.333,14.1815,17.697
"3084","Laurasiatheria","Placentalia",0,"Artiodactyla","","Palaeomerycidae","Subdromomeryx",23.03,5.333,14.1815,17.697
"3085","Laurasiatheria","Placentalia",0,"Carnivora","","Phocidae","Monotherium",23.03,5.333,14.1815,17.697
"3086","Laurasiatheria","Placentalia",0,"Artiodactyla","Cetacea","Platanistidae","Pachyacanthus",23.03,5.333,14.1815,17.697
"3087","Laurasiatheria","Placentalia",0,"Artiodactyla","","Protoceratidae","Lambdoceras",23.03,5.333,14.1815,17.697
"3088","Laurasiatheria","Placentalia",0,"Artiodactyla","","Protoceratidae","Prosynthetoceras",23.03,5.333,14.1815,17.697
"3089","Laurasiatheria","Placentalia",0,"Perissodactyla","","Rhinocerotidae","Paradiceros",23.03,5.333,14.1815,17.697
"3090","Laurasiatheria","Placentalia",0,"Perissodactyla","","Rhinocerotidae","Peraceras",23.03,5.333,14.1815,17.697
"3091","Laurasiatheria","Placentalia",0,"Perissodactyla","","Rhinocerotidae","Plesiaceratherium",23.03,5.333,14.1815,17.697
"3092","Laurasiatheria","Placentalia",0,"Eulipotyphla","","Soricidae","Hesperosorex",23.03,5.333,14.1815,17.697
"3093","Laurasiatheria","Placentalia",0,"Artiodactyla","Cetacea","Squalodelphinidae","Notocetus",23.03,5.333,14.1815,17.697
"3094","Laurasiatheria","Placentalia",0,"Artiodactyla","","Suidae","Conohyus",23.03,5.333,14.1815,17.697
"3095","Laurasiatheria","Placentalia",0,"Artiodactyla","","Suidae","Listriodon",23.03,5.333,14.1815,17.697
"3096","Laurasiatheria","Placentalia",0,"Artiodactyla","","Suidae","Tetraconodon",23.03,5.333,14.1815,17.697
"3097","Laurasiatheria","Placentalia",0,"Eulipotyphla","","Talpidae","Domninoides",23.03,5.333,14.1815,17.697
"3098","Laurasiatheria","Placentalia",0,"Artiodactyla","","Tayassuidae","Dyseohyus",23.03,5.333,14.1815,17.697
"3099","Laurasiatheria","Placentalia",0,"Artiodactyla","","Tayassuidae","Lorancahyus",23.03,5.333,14.1815,17.697
"3100","Laurasiatheria","Placentalia",0,"Carnivora","","Ursidae","Dinocyon",23.03,5.333,14.1815,17.697
"3101","Laurasiatheria","Placentalia",0,"Carnivora","","Ursidae","Plithocyon",23.03,5.333,14.1815,17.697
"3102","Laurasiatheria","Placentalia",0,"Artiodactyla","Cetacea","Ziphiidae","Cetorhynchus",23.03,5.333,14.1815,17.697
"3103","Laurasiatheria","Placentalia",0,"Artiodactyla","Cetacea","","Protodelphinus",23.03,5.333,14.1815,17.697
"3104","Laurasiatheria","Placentalia",0,"Carnivora","","Amphicyonidae","Ischyrocyon",23.03,4.9,13.965,18.13
"3105","Laurasiatheria","Placentalia",0,"Artiodactyla","","Antilocapridae","Cosoryx",23.03,4.9,13.965,18.13
"3106","Laurasiatheria","Placentalia",0,"Artiodactyla","","Antilocapridae","Osbornoceros",23.03,4.9,13.965,18.13
"3107","Laurasiatheria","Placentalia",0,"Artiodactyla","","Antilocapridae","Plioceros",23.03,4.9,13.965,18.13
"3108","Laurasiatheria","Placentalia",0,"Artiodactyla","","Antilocapridae","Ramoceros",23.03,4.9,13.965,18.13
"3109","Laurasiatheria","Placentalia",0,"Artiodactyla","","Antilocapridae","Sphenophalos",23.03,4.9,13.965,18.13
"3110","Laurasiatheria","Placentalia",0,"Artiodactyla","","Antilocapridae","Texoceros",23.03,4.9,13.965,18.13
"3111","Laurasiatheria","Placentalia",0,"Artiodactyla","","Camelidae","Aepycamelus",23.03,4.9,13.965,18.13
"3112","Laurasiatheria","Placentalia",0,"Artiodactyla","","Camelidae","Alforjas",23.03,4.9,13.965,18.13
"3113","Laurasiatheria","Placentalia",0,"Artiodactyla","","Camelidae","Procamelus",23.03,4.9,13.965,18.13
"3114","Laurasiatheria","Placentalia",0,"Artiodactyla","","Camelidae","Protolabis",23.03,4.9,13.965,18.13
"3115","Laurasiatheria","Placentalia",0,"Carnivora","","Canidae","Aelurodon",23.03,4.9,13.965,18.13
"3116","Laurasiatheria","Placentalia",0,"Carnivora","","Canidae","Carpocyon",23.03,4.9,13.965,18.13
"3117","Laurasiatheria","Placentalia",0,"Carnivora","","Canidae","Cynarctus",23.03,4.9,13.965,18.13
"3118","Laurasiatheria","Placentalia",0,"Carnivora","","Canidae","Epicyon",23.03,4.9,13.965,18.13
"3119","Laurasiatheria","Placentalia",0,"Carnivora","","Canidae","Metalopex",23.03,4.9,13.965,18.13
"3120","Laurasiatheria","Placentalia",0,"Carnivora","","Canidae","Paratomarctus",23.03,4.9,13.965,18.13
"3121","Laurasiatheria","Placentalia",0,"Perissodactyla","","Equidae","Hypohippus",23.03,4.9,13.965,18.13
"3122","Laurasiatheria","Placentalia",0,"Perissodactyla","","Equidae","Protohippus",23.03,4.9,13.965,18.13
"3123","Laurasiatheria","Placentalia",0,"Carnivora","","Felidae","Nimravides",23.03,4.9,13.965,18.13
"3124","Laurasiatheria","Placentalia",0,"Artiodactyla","","Gelocidae","Pseudoceras",23.03,4.9,13.965,18.13
"3125","Laurasiatheria","Placentalia",0,"Artiodactyla","","Merycoidodontidae","Ustatochoerus",23.03,4.9,13.965,18.13
"3126","Laurasiatheria","Placentalia",0,"Artiodactyla","","Moschidae","Longirostromeryx",23.03,4.9,13.965,18.13
"3127","Laurasiatheria","Placentalia",0,"Carnivora","","Mustelidae","Leptarctus",23.03,4.9,13.965,18.13
"3128","Laurasiatheria","Placentalia",0,"Carnivora","","Mustelidae","Pliotaxidea",23.03,4.9,13.965,18.13
"3129","Laurasiatheria","Placentalia",0,"Carnivora","","Mustelidae","Sthenictis",23.03,4.9,13.965,18.13
"3130","Laurasiatheria","Placentalia",0,"Artiodactyla","","Palaeomerycidae","Bouromeryx",23.03,4.9,13.965,18.13
"3131","Laurasiatheria","Placentalia",0,"Artiodactyla","","Palaeomerycidae","Cranioceras",23.03,4.9,13.965,18.13
"3132","Laurasiatheria","Placentalia",0,"Artiodactyla","","Protoceratidae","Synthetoceras",23.03,4.9,13.965,18.13
"3133","Laurasiatheria","Placentalia",0,"Artiodactyla","","Tayassuidae","Prosthennops",23.03,4.9,13.965,18.13
"3134","Laurasiatheria","Placentalia",0,"Eulipotyphla","","Erinaceidae","Schizogalerix",23.03,3.6,13.315,19.43
"3135","Laurasiatheria","Placentalia",0,"Artiodactyla","Cetacea","Physeteridae","Orycterocetus",23.03,3.6,13.315,19.43
"3136","Laurasiatheria","Placentalia",0,"Artiodactyla","","Tragulidae","Dorcatherium",23.03,3.6,13.315,19.43
"3137","Laurasiatheria","Placentalia",0,"Artiodactyla","Cetacea","Ziphiidae","Tusciziphius",23.03,3.6,13.315,19.43
"3138","Laurasiatheria","Placentalia",0,"Artiodactyla","","Bovidae","Damalacra",23.03,2.588,12.809,20.442
"3139","Laurasiatheria","Placentalia",0,"Artiodactyla","","Bovidae","Mesembriportax",23.03,2.588,12.809,20.442
"3140","Laurasiatheria","Placentalia",0,"Artiodactyla","","Bovidae","Praedamalis",23.03,2.588,12.809,20.442
"3141","Laurasiatheria","Placentalia",0,"Artiodactyla","","Camelidae","Pleiolama",23.03,2.588,12.809,20.442
"3142","Laurasiatheria","Placentalia",0,"Artiodactyla","Cetacea","Cetotheriidae","Mithridatocetus",23.03,2.588,12.809,20.442
"3143","Laurasiatheria","Placentalia",0,"Perissodactyla","","Equidae","Astrohippus",23.03,2.588,12.809,20.442
"3144","Laurasiatheria","Placentalia",0,"Perissodactyla","","Equidae","Neohipparion",23.03,2.588,12.809,20.442
"3145","Laurasiatheria","Placentalia",0,"Perissodactyla","","Equidae","Pseudhipparion",23.03,2.588,12.809,20.442
"3146","Laurasiatheria","Placentalia",0,"Artiodactyla","Cetacea","Eurhinodelphinidae","Eurhinodelphis",23.03,2.588,12.809,20.442
"3147","Laurasiatheria","Placentalia",0,"Artiodactyla","Cetacea","Eurhinodelphinidae","Xiphiacetus",23.03,2.588,12.809,20.442
"3148","Laurasiatheria","Placentalia",0,"Carnivora","","Felidae","Amphimachairodus",23.03,2.588,12.809,20.442
"3149","Laurasiatheria","Placentalia",0,"Carnivora","","Felidae","Drepanodon",23.03,2.588,12.809,20.442
"3150","Laurasiatheria","Placentalia",0,"Artiodactyla","","Giraffidae","Palaeotragus",23.03,2.588,12.809,20.442
"3151","Laurasiatheria","Placentalia",0,"Artiodactyla","","Hippopotamidae","Archaeopotamus",23.03,2.588,12.809,20.442
"3152","Laurasiatheria","Placentalia",0,"Carnivora","","Mustelidae","Sivaonyx",23.03,2.588,12.809,20.442
"3153","Laurasiatheria","Placentalia",0,"Carnivora","","Mustelidae","Torolutra",23.03,2.588,12.809,20.442
"3154","Laurasiatheria","Placentalia",0,"Artiodactyla","","Palaeomerycidae","Palaeomeryx",23.03,2.588,12.809,20.442
"3155","Laurasiatheria","Placentalia",0,"Carnivora","","Phocidae","Gryphoca",23.03,2.588,12.809,20.442
"3156","Laurasiatheria","Placentalia",0,"Carnivora","","Phocidae","Homiphoca",23.03,2.588,12.809,20.442
"3157","Laurasiatheria","Placentalia",0,"Perissodactyla","","Rhinocerotidae","Chilotherium",23.03,2.588,12.809,20.442
"3158","Laurasiatheria","Placentalia",0,"Artiodactyla","","Tayassuidae","Protherohyus",23.03,2.588,12.809,20.442
"3159","Laurasiatheria","Placentalia",0,"Artiodactyla","Cetacea","Tranatocetidae","Plesiocetopsis",23.03,2.588,12.809,20.442
"3160","Laurasiatheria","Placentalia",0,"Artiodactyla","Cetacea","","Parietobalaena",23.03,2.588,12.809,20.442
"3161","Laurasiatheria","Placentalia",0,"Artiodactyla","Cetacea","Ziphiidae","Choneziphius",23.03,1.806,12.418,21.224
"3162","Laurasiatheria","Placentalia",0,"Artiodactyla","","Antilocapridae","Hexobelomeryx",23.03,1.8,12.415,21.23
"3163","Laurasiatheria","Placentalia",0,"Carnivora","","Canidae","Borophagus",23.03,1.8,12.415,21.23
"3164","Laurasiatheria","Placentalia",0,"Carnivora","","Canidae","Eucyon",23.03,1.8,12.415,21.23
"3165","Laurasiatheria","Placentalia",0,"Perissodactyla","","Equidae","Calippus",23.03,1.8,12.415,21.23
"3166","Laurasiatheria","Placentalia",0,"Perissodactyla","","Equidae","Cormohipparion",23.03,1.8,12.415,21.23
"3167","Laurasiatheria","Placentalia",0,"Perissodactyla","","Equidae","Dinohippus",23.03,1.8,12.415,21.23
"3168","Laurasiatheria","Placentalia",0,"Carnivora","","Mustelidae","Enhydritherium",23.03,1.8,12.415,21.23
"3169","Laurasiatheria","Placentalia",0,"Perissodactyla","","Rhinocerotidae","Teleoceras",23.03,1.8,12.415,21.23
"3170","Laurasiatheria","Placentalia",0,"Carnivora","","Ursidae","Agriotherium",23.03,1.8,12.415,21.23
"3171","Laurasiatheria","Placentalia",0,"Artiodactyla","Cetacea","Balaenopteridae","Plesiocetus",23.03,0.781,11.9055,22.249
"3172","Laurasiatheria","Placentalia",0,"Artiodactyla","","Bovidae","Simatherium",23.03,0.781,11.9055,22.249
"3173","Laurasiatheria","Placentalia",0,"Perissodactyla","","Equidae","Pliohippus",23.03,0.781,11.9055,22.249
"3174","Laurasiatheria","Placentalia",0,"Carnivora","","Mustelidae","Enhydriodon",23.03,0.781,11.9055,22.249
"3175","Laurasiatheria","Placentalia",0,"Carnivora","","Phocidae","Phocanella",23.03,0.781,11.9055,22.249
"3176","Laurasiatheria","Placentalia",0,"Artiodactyla","Cetacea","Tranatocetidae","Mesocetus",23.03,0.781,11.9055,22.249
"3177","Laurasiatheria","Placentalia",0,"Artiodactyla","","Camelidae","Megatylopus",23.03,0.3,11.665,22.73
"3178","Laurasiatheria","Placentalia",0,"Perissodactyla","","Equidae","Nannippus",23.03,0.3,11.665,22.73
"3179","Laurasiatheria","Placentalia",0,"Perissodactyla","","Rhinocerotidae","Aphelops",23.03,0.3,11.665,22.73
"3180","Laurasiatheria","Placentalia",0,"Carnivora","","Felidae","Pseudaelurus",23.03,0.126,11.578,22.904
"3181","Laurasiatheria","Placentalia",0,"Artiodactyla","","Bovidae","Bibos",23.03,0.0117,11.52085,23.0183
"3182","Laurasiatheria","Placentalia",0,"Artiodactyla","","Cervidae","Cervavitus",23.03,0.0117,11.52085,23.0183
"3183","Laurasiatheria","Placentalia",0,"Artiodactyla","Cetacea","Cetotheriidae","Herpetocetus",23.03,0.0117,11.52085,23.0183
"3184","Laurasiatheria","Placentalia",0,"Artiodactyla","Cetacea","Delphinidae","Hemisyntrachelus",23.03,0.0117,11.52085,23.0183
"3185","Laurasiatheria","Placentalia",0,"Perissodactyla","","Equidae","Eurygnathohippus",23.03,0.0117,11.52085,23.0183
"3186","Laurasiatheria","Placentalia",0,"Perissodactyla","","Equidae","Hippotherium",23.03,0.0117,11.52085,23.0183
"3187","Laurasiatheria","Placentalia",0,"Carnivora","","Felidae","Dinofelis",23.03,0.0117,11.52085,23.0183
"3188","Laurasiatheria","Placentalia",0,"Carnivora","","Felidae","Homotherium",23.03,0.0117,11.52085,23.0183
"3189","Laurasiatheria","Placentalia",0,"Artiodactyla","","Giraffidae","Sivatherium",23.03,0.0117,11.52085,23.0183
"3190","Laurasiatheria","Placentalia",0,"Carnivora","","Odobenidae","Ontocetus",23.03,0.0117,11.52085,23.0183
"3191","Laurasiatheria","Placentalia",0,"Eulipotyphla","","Soricidae","Blarinella",23.03,0.0117,11.52085,23.0183
"3192","Laurasiatheria","Placentalia",0,"Eulipotyphla","","Soricidae","Episoriculus",23.03,0.0117,11.52085,23.0183
"3193","Laurasiatheria","Placentalia",0,"Artiodactyla","","Suidae","Nyanzachoerus",23.03,0.0117,11.52085,23.0183
"3194","Laurasiatheria","Placentalia",0,"Eulipotyphla","","Talpidae","Scapanus",23.03,0.0117,11.52085,23.0183
"3195","Laurasiatheria","Placentalia",0,"Artiodactyla","","Tragulidae","Dorcabune",23.03,0.0117,11.52085,23.0183
"3196","Laurasiatheria","Placentalia",0,"Artiodactyla","Cetacea","Ziphiidae","Anoplonassa",23.03,0.0117,11.52085,23.0183
"3197","Laurasiatheria","Placentalia",0,"Artiodactyla","Cetacea","","Scaldicetus",23.03,0.0117,11.52085,23.0183
"3198","Laurasiatheria","Placentalia",0,"Artiodactyla","Cetacea","Balaenidae","Balaena",23.03,0,11.515,23.03
"3199","Laurasiatheria","Placentalia",0,"Artiodactyla","Cetacea","Balaenopteridae","Balaenoptera",23.03,0,11.515,23.03
"3200","Laurasiatheria","Placentalia",0,"Artiodactyla","","Bovidae","Aepyceros",23.03,0,11.515,23.03
"3201","Laurasiatheria","Placentalia",0,"Artiodactyla","","Bovidae","Antidorcas",23.03,0,11.515,23.03
"3202","Laurasiatheria","Placentalia",0,"Artiodactyla","","Bovidae","Antilope",23.03,0,11.515,23.03
"3203","Laurasiatheria","Placentalia",0,"Artiodactyla","","Bovidae","Connochaetes",23.03,0,11.515,23.03
"3204","Laurasiatheria","Placentalia",0,"Artiodactyla","","Bovidae","Gazella",23.03,0,11.515,23.03
"3205","Laurasiatheria","Placentalia",0,"Artiodactyla","","Bovidae","Kobus",23.03,0,11.515,23.03
"3206","Laurasiatheria","Placentalia",0,"Artiodactyla","","Bovidae","Parmularius",23.03,0,11.515,23.03
"3207","Laurasiatheria","Placentalia",0,"Artiodactyla","","Bovidae","Raphicerus",23.03,0,11.515,23.03
"3208","Laurasiatheria","Placentalia",0,"Artiodactyla","","Bovidae","Redunca",23.03,0,11.515,23.03
"3209","Laurasiatheria","Placentalia",0,"Artiodactyla","","Bovidae","Tragelaphus",23.03,0,11.515,23.03
"3210","Laurasiatheria","Placentalia",0,"Artiodactyla","","Camelidae","Camelops",23.03,0,11.515,23.03
"3211","Laurasiatheria","Placentalia",0,"Artiodactyla","","Camelidae","Hemiauchenia",23.03,0,11.515,23.03
"3212","Laurasiatheria","Placentalia",0,"Carnivora","","Canidae","Canis",23.03,0,11.515,23.03
"3213","Laurasiatheria","Placentalia",0,"Artiodactyla","","Cervidae","Cervus",23.03,0,11.515,23.03
"3214","Laurasiatheria","Placentalia",0,"Artiodactyla","Cetacea","Delphinidae","Delphinus",23.03,0,11.515,23.03
